Timestamp,What is your gender,Year of graduation,Title of course studied,Polytechnic/University attended,What is your highest level of education?,What best describes your current status?,How many jobs have you had since graduation including your current one?,Have you completed your NYSC?,"If you answered yes/ongoing to the previous question, what year did you (or will you) complete your NYSC?",Did you get your first full time job through your NYSC placement?,"Thinking about your first employment after graduation, what was your job level?",What is/was your job role?,"What sector/industry is your company in? (E.g. Banking, Agriculture, Telecommunication)","Still thinking about your first employment, what is/was your monthly income level?","Did you need your higher education qualification to get your first job (the actual qualification, not the subject of study)?",What was the most significant reason for deciding to take your first job?,"Thinking about your current employment, what is your job level?",What is your job role?,"What sector/industry is your company in? (E.g. Banking, Agriculture, Telecommunication)",What is your current monthly income level?,"Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","As far as you are aware, what was most important to your current employer about your qualification?",How do you find out about your job(s)?,"Thinking about your current employment, did you work for your employer before or during your  higher education study?",Which form of transport do you use the most?,Were you able to rent an apartment or buy a car from the salary you got from your first job?,My course of study prepared me well for employment,My course of study prepared me well for further studies,Which of these skills/knowledge did your higher education prepare you for?
3/22/2018 23:52,Female,2017,Physiology,University of Ilorin,Bachelor's degree,Youth Corper (NYSC),1,Ongoing,2018,I have not completed my NYSC,,,,,,,Entry level,Teacher,Education,"Under ‎₦20,000",Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,The level of knowledge of what I am teaching,Media (e.g. newspaper/magazine advertisement),No,Keke Marwa/Napep/Tricycle,No,Strongly Disagree,Agree,"Critical thinking skills, Ability to work with others, Written communication skills, Spoken communication skills"
3/23/2018 5:49,Male,2016,Accountancy,"Babcock University,Ilishan-Remo",Bachelor's degree,Working full time (paid employment),1,Yes,2017,No,,,,,,,Entry level,Finance/Accounting,Consulting,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The level of study,Recruitment agency/Online job site,No,Commercial Vehicles,No,Strongly Agree,Strongly Agree,Ability to work with others
3/23/2018 6:03,Female,2013,Accountancy,Covenant University Ota,Bachelor's degree,Working full time (paid employment),1,Yes,2014,No,,,,,,,Experience/Professional,Finance/Accounting,Banking / Financial Services,"‎₦150,000 - ‎₦199,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The level of study,"Personal contacts, including family and friends",No,Commercial Vehicles,No,Strongly Disagree,Agree,"Critical thinking skills, Ability to solve complex problems, Written communication skills, Spoken communication skills"
3/23/2018 8:59,Male,2015,History and International Studies,"Tai Solarin Univ. of Education, Ijebu-Ode",Bachelor's degree,Unemployed,0,Yes,2017,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2018 9:41,Male,2016,Accountancy,"Federal Polytechnic Offa, Kwara State.",Higher National Diploma (HND),Unemployed,0,Yes,2017,No,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2018 10:39,Female,2017,History and International Studies,"Obafemi Awolowo University,Ile-Ife",Bachelor's degree,Youth Corper (NYSC),2,No,,I have not completed my NYSC,Clerical and administrative,Human Resources,Education,"Under ‎₦20,000",No: the qualification was not required,It was the only job offer I received,Clerical and administrative,Human Resources,Education,"Under ‎₦20,000",No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,Don't know,Media (e.g. newspaper/magazine advertisement),No,Motorcycle,No,Agree,Agree,Ability to solve complex problems
3/23/2018 11:50,Female,2016,History and International Studies,University of Lagos,Bachelor's degree,"Taking time out to prepare for further studies, GMAT, professional exams",2,Yes,2018,No,Clerical and administrative,Teacher,Education,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,To gain and broaden my experience in order to get the type of job I really want,Clerical and administrative,Teacher,Education,"‎₦20,000 - ‎₦49,999",Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,The subject(s) I studied,"Personal contacts, including family and friends",Yes: during my higher education study,Car,No,Strongly Agree,Strongly Agree,Ability to work with others
3/23/2018 13:23,Female,2013,Business Administration,"Auchi Polytechnic, Auchi, Edo State.",Higher National Diploma (HND),Working full time (paid employment),1,Yes,2015,Yes,,,,,,,Entry level,Teacher,Education,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,No one thing was important,Internship,No,Motorcycle,No,Agree,Strongly Agree,Knowledge of the skill(s) you are studying
3/23/2018 17:00,Male,2013,Accountancy,"Adekunle Ajasin University, Akungba.",Bachelor's degree,Working full time (paid employment),2,Yes,,No,Entry level,Finance/Accounting,Education,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,It fitted into my career plan/it was exactly the type of work I wanted,Entry level,Data Entry,NGO,"‎₦50,000 - ‎₦99,999",No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,IT/SIWES/Internship experience (gained as part of my course),"Personal contacts, including family and friends",Yes: before and during my higher education study,BRT,No,Disagree,Agree,"Critical thinking skills, Ability to solve complex problems"
3/23/2018 22:39,Male,2013,Mechanical Engineering,"Obafemi Awolowo University,Ile-Ife",Bachelor's degree,Working full time (paid employment),2,Yes,2014,No,Entry level,Customer Service,Banking / Financial Services,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,It was the only job offer I received,Entry level,Mechanical Engineer,Media,"‎₦150,000 - ‎₦199,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The subject(s) I studied,"Personal contacts, including family and friends",No,Commercial Vehicles,No: From my current job,Strongly Disagree,Agree,"Critical thinking skills, Ability to solve complex problems, Written communication skills, Spoken communication skills"
3/23/2018 22:56,Male,2015,Petroleum and Gas Engineering,University of Port-Harcourt,Bachelor's degree,Unemployed,0,Yes,2016,No,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2018 23:08,Male,2015,Estate Management,"University of Nigeria, Nsukka",Bachelor's degree,"Taking time out to prepare for further studies, GMAT, professional exams",1,Yes,2017,No,,,,,,,Entry level,Estate Management,Construction / Real Estate,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The level of study,Media (e.g. newspaper/magazine advertisement),No,Commercial Vehicles,No,Strongly Agree,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying"
3/24/2018 7:24,Female,2016,Microbiology,Covenant University Ota,Bachelor's degree,Youth Corper (NYSC),2,No,,I have not completed my NYSC,Managerial,Office Manager,Others,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,To gain and broaden my experience in order to get the type of job I really want,Entry level,Data Entry,Government / Defence,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The level of study,Employer's website,No,Uber/Taxify/Taxi services,No,Disagree,Agree,Critical thinking skills
3/24/2018 11:52,Female,2015,History and International Studies,Others (For foreign trained students),Bachelor's degree,Youth Corper (NYSC),1,Ongoing,2018,I have not completed my NYSC,,,,,,,Entry level,Social Media/Digital Marketing,Trade / Services,"‎₦20,000 - ‎₦49,999",Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,"Personal contacts, including family and friends",No,Commercial Vehicles,No,Agree,Strongly Agree,Critical thinking skills
3/24/2018 14:28,Female,2016,Mass Communication (Communication and Language Arts),"Auchi Polytechnic, Auchi, Edo State.",Higher National Diploma (HND),Youth Corper (NYSC),1,No,,I have not completed my NYSC,,,,,,,Entry level,Customer Service,Ecommerce/Internet,"Under ‎₦20,000",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The level of study,"Personal contacts, including family and friends",No,Commercial Vehicles,No,Agree,Agree,Critical thinking skills
3/24/2018 17:10,Female,2014,Crop Science,"Ebonyi State University, Abakaliki",Bachelor's degree,Unemployed,4,Yes,2017,Yes,Clerical and administrative,Marketing,Others,"Under ‎₦20,000",No: the qualification was not required,It was the only job offer I received,Experience/Professional,Customer Service,Banking / Financial Services,"‎₦200,000 - ‎₦249,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Don't know,Social media/professional networking sites,No,Commercial Vehicles,No,Disagree,Agree,Ability to work with others
3/24/2018 17:23,Male,2017,Library and Information Science,"Umaru Musa Yar'Adua University, Katsina",Bachelor's degree,Working full time (paid employment),1,No,,I have not completed my NYSC,,,,,,,Managerial,Business Developer,Advertising / Marketing / Comms,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,No one thing was important,"Personal contacts, including family and friends",Yes: before and during my higher education study,Motorcycle,No,Agree,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills"
